name,description,unit,type
HSC_G_m_ext_shapeHSM_HsmSourceMoments_flag,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_base_GaussianFlux_flag_badShape,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_slot_Shape_flag,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMoments_flag_no_pixels,no pixels to measure,None,int64
HSC_G_m_base_GaussianFlux_flag_badShape_no_pixels,no pixels to measure,None,int64
HSC_G_m_slot_Shape_flag_no_pixels,no pixels to measure,None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMoments_flag_not_contained,center not contained in footprint bounding box,None,int64
HSC_G_m_base_GaussianFlux_flag_badShape_not_contained,center not contained in footprint bounding box,None,int64
HSC_G_m_slot_Shape_flag_not_contained,center not contained in footprint bounding box,None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMoments_flag_parent_source,"parent source, ignored",None,int64
HSC_G_m_base_GaussianFlux_flag_badShape_parent_source,"parent source, ignored",None,int64
HSC_G_m_slot_Shape_flag_parent_source,"parent source, ignored",None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_x,HSM Centroid,pix,float64
HSC_G_m_slot_ShapeRound_x,HSM Centroid,pix,float64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_y,HSM Centroid,pix,float64
HSC_G_m_slot_ShapeRound_y,HSM Centroid,pix,float64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_xx,HSM moments,pix2,float64
HSC_G_m_slot_ShapeRound_xx,HSM moments,pix2,float64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_yy,HSM moments,pix2,float64
HSC_G_m_slot_ShapeRound_yy,HSM moments,pix2,float64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_xy,HSM moments,pix2,float64
HSC_G_m_slot_ShapeRound_xy,HSM moments,pix2,float64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_flag,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_slot_ShapeRound_flag,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_flag_no_pixels,no pixels to measure,None,int64
HSC_G_m_slot_ShapeRound_flag_no_pixels,no pixels to measure,None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_flag_not_contained,center not contained in footprint bounding box,None,int64
HSC_G_m_slot_ShapeRound_flag_not_contained,center not contained in footprint bounding box,None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_flag_parent_source,"parent source, ignored",None,int64
HSC_G_m_slot_ShapeRound_flag_parent_source,"parent source, ignored",None,int64
HSC_G_m_ext_shapeHSM_HsmSourceMomentsRound_Flux,HSM flux,None,float32
HSC_G_m_slot_ShapeRound_Flux,HSM flux,None,float32
HSC_G_m_modelfit_DSPsfApprox_0_xx,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_0_yy,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_0_xy,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_0_x,Double-Shapelet approximation to the PSF model at the position of this source,pix,float64
HSC_G_m_modelfit_DSPsfApprox_0_y,Double-Shapelet approximation to the PSF model at the position of this source,pix,float64
HSC_G_m_modelfit_DSPsfApprox_0_0,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_0_1,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_0_2,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_0_3,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_0_4,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_0_5,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_1_xx,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_1_yy,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_1_xy,Double-Shapelet approximation to the PSF model at the position of this source,pix2,float64
HSC_G_m_modelfit_DSPsfApprox_1_x,Double-Shapelet approximation to the PSF model at the position of this source,pix,float64
HSC_G_m_modelfit_DSPsfApprox_1_y,Double-Shapelet approximation to the PSF model at the position of this source,pix,float64
HSC_G_m_modelfit_DSPsfApprox_1_0,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_1_1,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_1_2,Double-Shapelet approximation to the PSF model at the position of this source,None,float64
HSC_G_m_modelfit_DSPsfApprox_flag,General Failure Flag,None,int64
HSC_G_m_modelfit_DSPsfApprox_flag_invalidPointForPsf,PSF model could not be evaluated at the source position,None,int64
HSC_G_m_modelfit_DSPsfApprox_flag_invalidMoments,Moments of the PSF model were not a valid ellipse,None,int64
HSC_G_m_modelfit_DSPsfApprox_flag_maxIterations,optimizer exceeded the maximum number (inner or outer) iterations,None,int64
HSC_G_m_base_CircularApertureFlux_3_0_instFlux,instFlux within 3.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_3_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_3_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_3_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_3_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_4_5_instFlux,instFlux within 4.500000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_4_5_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_4_5_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_4_5_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_4_5_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_6_0_instFlux,instFlux within 6.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_6_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_6_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_6_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_6_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_9_0_instFlux,instFlux within 9.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_9_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_9_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_9_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_9_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_12_0_instFlux,instFlux within 12.000000-pixel aperture,ct,float64
HSC_G_m_slot_ApFlux_instFlux,instFlux within 12.000000-pixel aperture,ct,float64
HSC_G_m_slot_CalibFlux_instFlux,instFlux within 12.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_12_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_slot_ApFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_slot_CalibFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_12_0_flag,General Failure Flag,None,int64
HSC_G_m_slot_ApFlux_flag,General Failure Flag,None,int64
HSC_G_m_slot_CalibFlux_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_12_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_slot_ApFlux_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_slot_CalibFlux_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_12_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_slot_ApFlux_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_slot_CalibFlux_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_17_0_instFlux,instFlux within 17.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_17_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_17_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_17_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_25_0_instFlux,instFlux within 25.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_25_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_25_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_25_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_35_0_instFlux,instFlux within 35.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_35_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_35_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_35_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_50_0_instFlux,instFlux within 50.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_50_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_50_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_50_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_CircularApertureFlux_70_0_instFlux,instFlux within 70.000000-pixel aperture,ct,float64
HSC_G_m_base_CircularApertureFlux_70_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_CircularApertureFlux_70_0_flag,General Failure Flag,None,int64
HSC_G_m_base_CircularApertureFlux_70_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_base_GaussianFlux_instFlux,instFlux from Gaussian Flux algorithm,ct,float64
HSC_G_m_slot_GaussianFlux_instFlux,instFlux from Gaussian Flux algorithm,ct,float64
HSC_G_m_base_GaussianFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_slot_GaussianFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_GaussianFlux_flag,General Failure Flag,None,int64
HSC_G_m_slot_GaussianFlux_flag,General Failure Flag,None,int64
HSC_G_m_base_LocalBackground_instFlux,background in annulus around source,ct,float64
HSC_G_m_base_LocalBackground_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_LocalBackground_flag,General Failure Flag,None,int64
HSC_G_m_base_LocalBackground_flag_noGoodPixels,no good pixels in the annulus,None,int64
HSC_G_m_base_LocalBackground_flag_noPsf,no PSF provided,None,int64
HSC_G_m_base_LocalPhotoCalib_flag,Set for any fatal failure,None,int64
HSC_G_m_base_LocalPhotoCalib,Local approximation of the PhotoCalib calibration factor at the location of the src.,None,float64
HSC_G_m_base_LocalPhotoCalibErr,Error on the local approximation of the PhotoCalib calibration factor at the location of the src.,None,float64
HSC_G_m_base_LocalWcs_flag,Set for any fatal failure,None,int64
HSC_G_m_base_LocalWcs_CDMatrix_1_1,"(1, 1) element of the CDMatrix for the linear approximation of the WCS at the src location. Gives units in radians.",None,float64
HSC_G_m_base_LocalWcs_CDMatrix_1_2,"(1, 2) element of the CDMatrix for the linear approximation of the WCS at the src location. Gives units in radians.",None,float64
HSC_G_m_base_LocalWcs_CDMatrix_2_1,"(2, 1) element of the CDMatrix for the linear approximation of the WCS at the src location. Gives units in radians.",None,float64
HSC_G_m_base_LocalWcs_CDMatrix_2_2,"(2, 2) element of the CDMatrix for the linear approximation of the WCS at the src location. Gives units in radians.",None,float64
HSC_G_m_base_PixelFlags_flag,"General failure flag, set if anything went wrong",None,int64
HSC_G_m_base_PixelFlags_flag_offimage,Source center is off image,None,int64
HSC_G_m_base_PixelFlags_flag_edge,Source is outside usable exposure region (masked EDGE or NO_DATA),None,int64
HSC_G_m_base_PixelFlags_flag_interpolated,Interpolated pixel in the Source footprint,None,int64
HSC_G_m_base_PixelFlags_flag_saturated,Saturated pixel in the Source footprint,None,int64
HSC_G_m_base_PixelFlags_flag_cr,Cosmic ray in the Source footprint,None,int64
HSC_G_m_base_PixelFlags_flag_bad,Bad pixel in the Source footprint,None,int64
HSC_G_m_base_PixelFlags_flag_suspect,Source''s footprint includes suspect pixels,None,int64
HSC_G_m_base_PixelFlags_flag_interpolatedCenter,Interpolated pixel in the Source center,None,int64
HSC_G_m_base_PixelFlags_flag_saturatedCenter,Saturated pixel in the Source center,None,int64
HSC_G_m_base_PixelFlags_flag_crCenter,Cosmic ray in the Source center,None,int64
HSC_G_m_base_PixelFlags_flag_suspectCenter,Source''s center is close to suspect pixels,None,int64
HSC_G_m_base_PixelFlags_flag_clippedCenter,Source center is close to CLIPPED pixels,None,int64
HSC_G_m_base_PixelFlags_flag_sensor_edgeCenter,Source center is close to SENSOR_EDGE pixels,None,int64
HSC_G_m_base_PixelFlags_flag_inexact_psfCenter,Source center is close to INEXACT_PSF pixels,None,int64
HSC_G_m_base_PixelFlags_flag_clipped,Source footprint includes CLIPPED pixels,None,int64
HSC_G_m_base_PixelFlags_flag_sensor_edge,Source footprint includes SENSOR_EDGE pixels,None,int64
HSC_G_m_base_PixelFlags_flag_inexact_psf,Source footprint includes INEXACT_PSF pixels,None,int64
HSC_G_m_base_PsfFlux_instFlux,instFlux derived from linear least-squares fit of PSF model,ct,float64
HSC_G_m_slot_PsfFlux_instFlux,instFlux derived from linear least-squares fit of PSF model,ct,float64
HSC_G_m_base_PsfFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_slot_PsfFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_base_PsfFlux_area,effective area of PSF,pix,float32
HSC_G_m_slot_PsfFlux_area,effective area of PSF,pix,float32
HSC_G_m_base_PsfFlux_flag,General Failure Flag,None,int64
HSC_G_m_slot_PsfFlux_flag,General Failure Flag,None,int64
HSC_G_m_base_PsfFlux_flag_noGoodPixels,not enough non-rejected pixels in data to attempt the fit,None,int64
HSC_G_m_slot_PsfFlux_flag_noGoodPixels,not enough non-rejected pixels in data to attempt the fit,None,int64
HSC_G_m_base_PsfFlux_flag_edge,object was too close to the edge of the image to use the full PSF model,None,int64
HSC_G_m_slot_PsfFlux_flag_edge,object was too close to the edge of the image to use the full PSF model,None,int64
HSC_G_m_base_Variance_flag,Set for any fatal failure,None,int64
HSC_G_m_base_Variance_value,Variance at object position,None,float64
HSC_G_m_base_Variance_flag_emptyFootprint,Set to True when the footprint has no usable pixels,None,int64
HSC_G_m_ext_photometryKron_KronFlux_instFlux,flux from Kron Flux algorithm,ct,float64
HSC_G_m_ext_photometryKron_KronFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_ext_photometryKron_KronFlux_radius,Kron radius (sqrt(a*b)),None,float32
HSC_G_m_ext_photometryKron_KronFlux_radius_for_radius,radius used to estimate <radius> (sqrt(a*b)),None,float32
HSC_G_m_ext_photometryKron_KronFlux_psf_radius,Radius of PSF,None,float32
HSC_G_m_ext_photometryKron_KronFlux_flag,"general failure flag, set if anything went wrong",None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_edge,bad measurement due to image edge,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_bad_shape_no_psf,bad shape and no PSF,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_no_minimum_radius,minimum radius could not enforced: no minimum value or PSF,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_no_fallback_radius,no minimum radius and no PSF provided,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_bad_radius,bad Kron radius,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_used_minimum_radius,used the minimum radius for the Kron aperture,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_used_psf_radius,used the PSF Kron radius for the Kron aperture,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_small_radius,measured Kron radius was smaller than that of the PSF,None,int64
HSC_G_m_ext_photometryKron_KronFlux_flag_bad_shape,shape for measuring Kron radius is bad; used PSF shape,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_seeing,original seeing (Gaussian sigma) at position,pix,float32
HSC_G_m_ext_convolved_ConvolvedFlux_0_deconv,deconvolution required for seeing 3.500000; no measurement made,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_3_3_instFlux,instFlux within 3.300000-pixel aperture,ct,float64
HSC_G_m_ext_convolved_ConvolvedFlux_0_3_3_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_ext_convolved_ConvolvedFlux_0_3_3_flag,General Failure Flag,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_3_3_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_3_3_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_4_5_instFlux,instFlux within 4.500000-pixel aperture,ct,float64
HSC_G_m_ext_convolved_ConvolvedFlux_0_4_5_instFluxErr,1-sigma instFlux uncertainty,ct,float64
HSC_G_m_ext_convolved_ConvolvedFlux_0_4_5_flag,General Failure Flag,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_4_5_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
HSC_G_m_ext_convolved_ConvolvedFlux_0_4_5_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
